Reservation_ID,Odo_Start,Odo_End,Fuel_Level,GPS_Lat,GPS_Lon,Max_Speed_kmh,Harsh_Events,Damage_Flag
RES-06109,"79,952 km","81,119 km",40%,27.029452,85.83,86,2,0
RES-06110,54698,55531km,0.9,24.88432,85.5011,49,1,0
RES-06111,"19,900 km",20632,0.6,27.5474,84.9011,63,0,0
RES-06112,115587km,"115,703 km",93%,26.465458,86.8699,77,1,1
RES-06113,"115,955 km",116996km,0.5,14.412333,78.245,67,6,0
RES-06114,8173km,9218,80 %,27.4,86.386633,148 kmh,1,0
RES-06115,110730,111540,28%,19.1628,73.88,166 kmh,3,0
RES-06116,83642km,"85,176km",0.99,13.860384,82.4133,47,0,0
RES-06117,"66,538km",68258,57%,18.6474,81.546344,166 kmh,4,0
RES-06118,55801,55385km,73%,25.31,81.855,164 kmh,6,0
RES-06119,"27,299 km",28984km,0.20,18.2311,72.255688,150 kmh,1,0
RES-06120,41971,"43,633km",0.3,22.91,78.0138,79,1,1
RES-06121,78320,78687,0.5,16.562468,81.06977,45,2,0
RES-06122,"10,820km","12,166 km",0.34,21.7993,86.5121,47,1,0
RES-06123,18258,"18,964km",0.12,25.9538,73.8813,132 kmh,5,0
RES-06124,35934km,37563km,0.2,26.3174,81.3566,88,1,1
RES-06125,111960km,"113,809 km",50 %,25.572361,86.5588,134 kmh,5,0
RES-06126,"6,977km","7,852 km",0.57,23.761199,76.842032,150 kmh,3,0
RES-06127,51256km,51536,0.76,14.422564,86.3646,48,3,1
RES-06128,"96,580km",96703,0.91,16.716,80.8299,160 kmh,1,0
RES-06129,86700km,"88,275 km",0.29,24.07,84.76,82,0,0
RES-06130,39732,"40,868 km",52 %,23.33,86.33,146 kmh,1,0
RES-06131,"25,577 km",27279km,0.6,21.5172,82.15,125 kmh,2,1
RES-06132,"112,403 km",114353,0.8,24.157521,80.39,126 kmh,4,0
RES-06133,"90,521km","92,170 km",0.5,26.39,76.955801,143 kmh,0,0
RES-06134,52927,52684,0.26,27.69,75.8694,140 kmh,2,0
RES-06135,"62,322 km","63,154km",0.70,25.46,87.156125,135 kmh,4,0
RES-06136,"39,433km",39871km,0.6,24.195717,82.008357,151 kmh,0,0
RES-06137,77219,"77,570km",63 %,23.806477,82.8242,46,2,1
RES-06138,79836km,"79,860 km",0.1,18.130536,78.614,98,6,0
RES-06139,"31,143 km","32,519 km",0.51,16.3874,77.655462,88,2,0
RES-06140,109824,109867km,66 %,18.1343,76.7244,60,4,1
RES-06141,99116,100913km,68 %,13.53338,85.7656,146 kmh,2,0
RES-06142,19688,"20,863km",0.11,26.79,74.4386,134 kmh,1,0
RES-06143,"25,523km","25,692 km",0.97,27.843655,87.2,55,3,0
RES-06144,"117,817km",119181,56 %,24.1853,73.245275,156 kmh,0,1
RES-06145,114616,116509km,68 %,15.31,81.6219,52,1,0
RES-06146,74923,75473,0.4,20.710697,86.2952,53,5,0
RES-06147,"36,160km",37213km,0.7,22.5517,83.004794,72,3,0
RES-06148,"66,897km",68359,0.46,16.583331,73.0782,170 kmh,6,0
RES-06149,"98,103km",99583,10 %,15.86,87.73,164 kmh,3,0
RES-06150,"53,657km","53,223 km",0.28,24.22,75.35,161 kmh,3,0
RES-06151,"80,591km",81702,0.27,22.7815,82.04,154 kmh,3,1
RES-06152,"35,568 km",36283km,63 %,26.415752,83.7184,171 kmh,0,1
RES-06153,59922km,60721km,10%,12.1984,83.4382,53,4,0
RES-06154,"43,206km","44,011 km",95 %,21.259402,78.378185,151 kmh,6,0
RES-06155,12978,14752km,46 %,14.6458,73.19,76,4,1
RES-06156,64581km,"64,880 km",0.3,14.04,82.456304,174 kmh,2,1
RES-06157,"18,569km",20134km,0.89,16.278535,74.1013,127 kmh,4,0
RES-06158,33129km,34587km,73%,20.4488,80.1915,90,4,0
RES-06159,22151,"23,420km",0.5,20.59,79.340288,88,0,1
RES-06160,"12,087km",12903,0.10,20.01,77.513926,133 kmh,6,0
RES-06161,79238,80715,44 %,26.847798,85.25,152 kmh,5,1
RES-06162,"117,098 km","117,399km",8%,26.10723,72.7271,152 kmh,0,0
RES-06163,"23,533 km",24256,35 %,21.3284,76.05,146 kmh,0,0
RES-06164,27437,"27,469km",20%,24.27,86.6532,97,5,0
RES-06165,9420,10825km,6 %,18.72,78.05822,97,6,0
RES-06166,48316km,"49,771km",0.7,21.7,87.710317,96,1,0
RES-06167,"98,280km",99910,0.5,13.592301,79.150463,150 kmh,2,0
RES-06168,"54,512 km",56112km,87%,22.851675,72.1,140 kmh,0,1
RES-06169,27766,29287,0.66,22.6332,87.279089,73,5,0
RES-06170,29859,"30,509 km",0.7,24.32,87.80209,72,6,0
RES-06171,87889,"88,803km",0.4,23.6578,74.31,88,4,0
RES-06172,34846km,35160km,0.61,20.9753,77.556065,165 kmh,6,0
RES-06173,6374,"7,986km",96%,26.000315,77.9883,56,6,0
RES-06174,78961km,79318,88 %,19.7768,84.18,48,3,1
RES-06175,"67,924km","68,064 km",50%,26.8244,81.2595,60,3,0
RES-06176,"56,925km",58607km,0.7,18.96,80.61,55,0,1
RES-06177,"31,334km","31,418km",0.2,25.1791,85.4729,137 kmh,6,0
RES-06178,92481km,"92,724km",98 %,21.9743,72.5112,48,5,0
RES-06179,66928,"67,229 km",0.8,23.546218,75.78,168 kmh,2,0
RES-06180,112330km,"113,922km",0.6,18.58857,75.8163,159 kmh,0,0
RES-06181,99497,"100,213 km",93%,25.870217,76.5711,86,3,1
RES-06182,"73,840km",73570km,0.70,27.83,86.711018,170 kmh,5,1
RES-06183,"31,302km",33227km,69%,22.011339,76.3639,154 kmh,0,0
RES-06184,94015,95487,28 %,18.834602,77.34,120 kmh,4,0
RES-06185,35897km,37407,55%,13.0011,84.867526,151 kmh,2,0
RES-06186,"24,937km",25003km,96%,14.98,78.773159,82,1,1
RES-06187,79971km,"79,880 km",0.66,16.539507,84.6796,100,3,0
RES-06188,48597,48712,0.2,17.99,82.84,55,3,0
RES-06189,"61,879 km","62,942 km",50%,24.133854,75.45,173 kmh,1,0
RES-06190,10815km,12516,0.9,21.012266,72.908454,45,6,0
RES-06191,77319,78952,1.0,20.9497,77.748006,155 kmh,3,0
RES-06192,109635km,110436km,61%,27.53,85.462705,148 kmh,3,1
RES-06193,96491,"98,085 km",0.17,14.54,86.8666,86,6,1
RES-06194,105170km,105476,21%,13.5826,74.02,78,5,0
RES-06195,98303,"98,694km",8%,22.35,87.8592,136 kmh,1,0
RES-06196,"58,124 km",57870km,66%,19.6,82.59175,141 kmh,6,1
RES-06197,"118,505 km","119,353km",0.5,15.680878,83.57,122 kmh,0,0
RES-06198,56012,"57,275 km",0.64,15.31,73.6231,89,1,0
RES-06199,"34,106 km",35113km,28%,27.656879,82.2178,159 kmh,2,0
RES-06200,8525,9272,0.45,23.47,72.0428,123 kmh,1,1
RES-06201,110056,110257,0.59,12.77,87.1204,65,5,0
RES-06202,88595km,89908,92 %,22.0013,78.367139,137 kmh,6,0
RES-06203,94636km,"96,161km",90 %,26.88,77.5348,124 kmh,4,0
RES-06204,41585,42674km,25%,15.404703,72.465548,170 kmh,0,0
RES-06205,"26,280km","26,604 km",56 %,20.42,80.7892,75,0,0
RES-06206,"44,749km",46028,0.1,19.45,87.8931,49,5,0
RES-06207,62962,"64,616 km",13 %,14.4,76.485732,159 kmh,3,0
RES-06208,"26,987km",27433,79%,17.9062,73.76,163 kmh,1,0
RES-06209,116403,"118,064km",0.1,12.71,76.939225,66,5,0
RES-06210,88436km,89554km,0.5,18.9715,76.9604,59,2,1
RES-06211,70176km,72052km,82 %,16.13,73.69,96,5,0
RES-06212,33129km,34962km,0.8,18.3883,78.947282,156 kmh,5,0
RES-06213,103660,"105,282km",0.70,12.98,77.598907,136 kmh,5,0
RES-06214,39516km,41088km,0.31,22.6,75.5432,69,4,0
RES-06215,"45,145km","44,734km",0.30,27.779414,85.2185,50,4,0
RES-06216,"40,576 km",41460,0.1,17.076103,82.1567,54,0,0
RES-06217,"36,753km",37844km,76 %,14.85,77.02,137 kmh,3,0
RES-06218,"87,264km",86870km,66 %,25.2,74.651165,144 kmh,1,0
RES-06219,"8,910 km",9969,0.5,17.4348,77.95,92,0,0
RES-06220,57204km,57573,47%,17.588637,81.2789,99,5,0
RES-06221,"117,791km",118718km,0.2,19.257748,79.1455,154 kmh,6,0
RES-06222,"98,279 km","98,873km",0.54,27.4619,75.278321,93,3,1
RES-06223,112408,113868,0.23,19.1394,78.86,45,3,0
RES-06224,65812,"65,843km",1.0,16.801,77.079178,62,0,0
RES-06225,"100,086km","102,017km",91 %,19.6335,81.71,45,4,0
RES-06226,85164km,86254,61 %,22.3418,77.3909,80,3,0
RES-06227,"115,227 km",116930,82%,14.501,75.34,168 kmh,2,0
RES-06228,55990km,56334km,59 %,23.8745,81.0039,88,3,0
RES-06229,"80,739 km","81,394km",76 %,12.309183,80.16,143 kmh,1,1
RES-06230,12443km,"13,961km",1.0,13.49,83.09,54,0,0
RES-06231,99224,"99,499 km",0.3,18.279306,79.92,80,4,1
RES-06232,"10,756km","12,558km",0.5,21.469235,74.108,125 kmh,4,0
RES-06233,59975km,60523km,22 %,15.3325,76.369319,179 kmh,3,1
RES-06234,"67,259 km",69239km,0.53,17.31,79.6761,51,1,1
RES-06235,"32,393 km",33209,28%,24.617524,79.518988,61,1,1
RES-06236,"108,403 km","109,163 km",0.6,19.471621,79.3821,173 kmh,2,0
RES-06237,"113,621km",114772,98 %,13.6549,84.1,97,5,0
RES-06238,"41,558km","42,333km",49%,19.1736,83.922402,175 kmh,6,1
RES-06239,104276,"104,358 km",75%,22.898326,72.2599,126 kmh,5,0
RES-06240,55627km,57442,0.26,23.465421,87.901185,139 kmh,4,0
RES-06241,99091km,"100,987km",53 %,26.5152,82.4289,180 kmh,3,0
RES-06242,"58,004 km",59739km,64%,27.502383,83.8867,137 kmh,2,0
RES-06243,"32,835 km","33,357km",27 %,20.724806,72.8101,83,5,1
RES-06244,111578,"111,834 km",0.2,25.472824,82.68,88,1,1
RES-06245,38173,"39,131 km",0.82,15.0383,85.01,94,6,1
RES-06246,"54,681 km",55936,54 %,15.7413,86.1014,129 kmh,1,0
RES-06247,112095km,112881,0.8,27.8579,86.97,81,5,1
RES-06248,39967km,"41,710 km",0.63,14.44382,78.01,61,6,1
RES-06249,"8,109 km","7,936 km",92%,13.918348,83.7571,68,4,0
RES-06250,"85,840 km","86,791 km",0.6,19.240097,75.2258,81,3,0
RES-06251,"17,263 km",17388km,0.41,21.33,83.254849,50,3,0
RES-06252,"7,881 km","8,223km",0.7,25.69,83.536706,100,6,0
RES-06253,"76,844km",77309,43 %,25.0735,75.6288,179 kmh,4,0
RES-06254,76010km,"76,825 km",5%,25.095224,73.13,179 kmh,5,0
RES-06255,90022km,"90,926 km",81 %,15.29,74.18301,146 kmh,2,1
RES-06256,113372km,114255,0.9,21.04,81.94,168 kmh,0,0
RES-06257,5640km,6368km,0.61,16.7058,83.4989,96,2,1
RES-06258,50187km,52142,0.7,15.9716,78.129184,164 kmh,4,0
RES-06259,49037km,"49,501km",40 %,24.20231,79.38,146 kmh,6,0
RES-06260,"17,509 km",17544,0.18,27.800817,83.475,120 kmh,0,0
RES-06261,7235,8539,46 %,19.73,78.99,121 kmh,6,0
RES-06262,75272,75349km,1.0,27.2701,87.17,157 kmh,5,1
RES-06263,110955,112238km,0.4,19.633,78.24,84,4,0
RES-06264,"115,952 km",116287km,0.4,21.2931,80.06,75,6,1
RES-06265,"65,892km","67,276 km",0.12,19.29204,80.5624,138 kmh,4,1
RES-06266,"89,883 km","90,731km",76%,15.887279,72.811023,120 kmh,1,0
RES-06267,17915,19512km,0.3,24.32,84.6853,169 kmh,4,0
RES-06268,"61,235 km",61922,33%,14.678366,81.352362,75,5,0
RES-06269,30655,"31,678 km",0.51,13.92,76.85,132 kmh,0,0
RES-06270,"29,747 km",30265,0.65,26.19,84.304642,140 kmh,0,1
RES-06271,103822,"105,521km",0.9,12.0038,77.294146,60,5,0
RES-06272,37137,"37,210km",0.4,21.87,86.97,154 kmh,0,0
RES-06273,"55,123 km",56611km,56%,20.08,80.4998,140 kmh,1,0
RES-06274,42724,"44,167km",63 %,13.76,73.2666,66,1,1
RES-06275,71164,73148,0.4,24.3995,85.9633,99,3,0
RES-06276,50057km,"51,996 km",24 %,12.9393,72.7991,155 kmh,2,0
RES-06277,"68,871 km","69,278km",1.0,26.2654,79.91,48,1,0
RES-06278,"32,152 km",33542,0.38,13.0921,87.441385,54,3,0
RES-06279,112424,113044km,0.74,17.479475,81.66,100,3,0
RES-06280,94903,96082,90 %,17.99,78.504,136 kmh,5,0
RES-06281,"16,235 km","17,497km",56%,15.5862,77.2443,131 kmh,0,0
RES-06282,"26,123km",27895,90%,12.840578,85.465054,138 kmh,3,0
RES-06283,"112,671 km",113768,54%,23.15,81.3332,62,4,0
RES-06284,"89,763km","89,925 km",87 %,17.0,87.05,156 kmh,0,0
RES-06285,44289km,"46,146km",0.1,22.7647,79.901008,67,3,0
RES-06286,80925km,82767,0.62,26.21,84.46,84,4,0
RES-06287,81300,"81,646km",98 %,16.790874,73.4603,135 kmh,5,0
RES-06288,62005,"62,939 km",38 %,27.01,80.33,58,0,1
RES-06289,112502km,"113,139km",43 %,17.41,80.2827,65,0,0
RES-06290,"94,262 km",94276,91%,25.85,82.91,59,5,0
RES-06291,23939km,25306km,49%,20.0098,87.317,178 kmh,4,1
RES-06292,"40,095km","40,558 km",0.54,27.14,76.961118,164 kmh,4,1
RES-06293,"63,708 km","65,023 km",0.58,14.965368,79.04,123 kmh,1,0
RES-06294,"83,010 km",84231,9%,20.1716,83.17,163 kmh,2,0
RES-06295,17183,"18,155 km",42 %,22.42,73.180794,134 kmh,5,0
RES-06296,110789km,112483km,0.11,25.988927,77.314583,73,0,0
RES-06297,"35,997km","36,192km",0.45,24.9445,78.270841,159 kmh,5,0
RES-06298,"59,004 km","59,532 km",47%,15.2485,77.21,125 kmh,0,0
RES-06299,11107km,11391,96%,20.563103,84.5873,166 kmh,1,0
RES-06300,"14,824km",15509,75 %,19.22,87.2,135 kmh,6,1
RES-06301,44560,45763km,64 %,26.38,75.6315,141 kmh,0,0
RES-06302,"37,845 km","37,626km",0.13,27.1995,72.84,139 kmh,6,1
RES-06303,89218,90086km,91 %,13.169638,82.6934,84,6,1
RES-06304,"56,330 km","56,363 km",91%,22.549443,73.915094,171 kmh,0,1
RES-06305,"86,455 km",87398km,0.39,12.446731,84.0578,178 kmh,0,0
RES-06306,"77,454 km",78248,0.72,22.8037,80.965946,162 kmh,2,1
RES-06307,64683km,"64,789km",85%,22.67316,76.33,131 kmh,4,0
RES-06308,40318,41525km,0.92,19.6772,76.5919,151 kmh,6,0
RES-06309,63684km,"64,229 km",84 %,13.82,73.0135,91,6,0
RES-06310,60061,61307,0.6,22.08,78.292537,96,1,0
RES-06311,46919km,47401km,0.39,19.5107,80.0355,61,5,0
RES-06312,56401,57594km,20 %,21.195356,73.38,127 kmh,6,1
RES-06313,105712,107253km,35%,25.18,73.5427,95,5,1
RES-06314,22753km,"23,489km",44%,12.5714,80.922124,154 kmh,1,0
RES-06315,5906,6835km,83 %,24.2751,87.5346,62,4,0
RES-06316,92103km,92505km,0.8,24.46,75.782813,159 kmh,3,0
RES-06317,"63,593km",64003,65%,26.6,84.36,91,3,0
RES-06318,"46,342 km",46643km,75%,14.15,87.529908,58,3,0
RES-06319,98586km,"99,517 km",82%,27.4158,84.428833,175 kmh,2,0
RES-06320,"79,036km",80461km,0.25,22.6,86.1,162 kmh,0,1
RES-06321,49799km,"49,977km",0.1,14.38,77.3032,164 kmh,4,0
RES-06322,77756,"78,594 km",35 %,13.261013,84.34,94,2,0
RES-06323,35840km,36239km,0.1,12.534,77.68,169 kmh,4,0
RES-06324,"96,317 km","97,818km",0.2,13.952704,78.411511,162 kmh,5,0
RES-06325,"92,367km","93,696km",28 %,24.25,73.98,54,3,0
RES-06326,"8,817 km","10,496km",0.8,12.75,79.400648,100,6,0
RES-06327,"6,769km","7,684 km",77%,17.716403,81.659617,76,2,0
RES-06328,21708km,23390km,0.13,16.26,77.5122,65,6,0
RES-06329,"19,205km","20,970km",14%,17.90487,84.574824,50,1,0
RES-06330,"104,804km",106742km,78%,15.7209,87.8186,46,0,0
RES-06331,17244km,"17,937 km",0.47,12.48,73.5264,126 kmh,0,0
RES-06332,57935,"58,612 km",0.8,21.738827,84.5723,86,3,0
RES-06333,"92,043 km","93,151 km",0.11,19.7018,78.86,139 kmh,5,1
RES-06334,"60,358 km","61,901 km",13 %,21.9723,87.45,99,0,0
RES-06335,74678km,75742,9 %,12.803506,73.6269,61,2,0
RES-06336,"6,425km","7,559 km",38 %,27.5443,82.211713,64,6,1
RES-06337,23872,"25,857 km",17 %,19.5411,87.331022,151 kmh,6,0
RES-06338,83051km,83738,6%,18.532016,75.7846,42,0,0
RES-06339,76722km,78469,0.7,25.130256,82.25,124 kmh,0,0
RES-06340,"46,509km",48406km,0.5,13.8365,79.527822,65,0,0
RES-06341,27479km,"28,311km",47 %,18.9714,75.2,66,0,0
RES-06342,"51,223 km",52069,0.41,26.3395,78.126003,44,6,0
RES-06343,"44,874km","45,722km",0.89,13.9532,84.22,94,0,1
RES-06344,"18,788km",19771km,0.93,14.65,78.430578,65,3,0
RES-06345,"69,554 km",71467km,40%,24.378,85.91,123 kmh,1,1
RES-06346,48895,"49,891km",0.95,14.1064,77.74,99,1,0
RES-06347,39795km,40504km,7 %,15.2252,78.71,89,5,0
RES-06348,15185km,16750km,9%,20.163409,81.718444,51,1,0
RES-06349,52423,"53,818km",32%,21.8152,77.586848,144 kmh,3,0
RES-06350,"82,762km","83,636 km",87 %,25.83,74.365,134 kmh,0,1
RES-06351,14953,15503km,0.71,25.5,84.137135,50,3,1
RES-06352,"81,532 km","81,853km",80%,27.926753,84.623725,62,0,1
RES-06353,53483km,"55,201km",0.93,20.3313,83.999714,145 kmh,1,0
RES-06354,"89,454 km","91,240 km",0.59,24.68,83.66,134 kmh,0,0
RES-06355,9705km,9982,0.9,27.8363,87.2004,137 kmh,2,0
RES-06356,"87,265 km",88110km,0.1,19.7764,75.2192,74,4,0
RES-06357,"10,722 km","11,389km",0.2,14.86,78.8,151 kmh,5,1
RES-06358,99275km,"100,763km",18 %,26.71,81.0968,69,3,1
RES-06359,"11,567km","13,105km",27%,18.649647,72.342513,74,2,0
RES-06360,"111,572km",113319,86 %,24.164998,72.63,96,0,0
RES-06361,"119,059km",119658,79 %,23.918364,82.034985,149 kmh,1,0
RES-06362,35488km,"36,538 km",53 %,24.108295,72.2078,174 kmh,4,0
RES-06363,111566km,111949,25 %,26.47,79.8,150 kmh,0,0
RES-06364,"51,929km",52667km,0.6,19.2628,76.6769,153 kmh,1,1
RES-06365,"82,018 km",81864,43 %,27.71,78.16,85,5,0
RES-06366,89346,"89,533 km",86 %,19.547962,74.644815,92,5,0
RES-06367,"65,649 km","66,367km",88%,27.119494,87.05,87,0,0
RES-06368,45151km,47105km,0.54,25.4902,81.8615,88,4,0
RES-06369,70194,"70,474km",18%,15.0377,74.433032,156 kmh,5,1
RES-06370,92965,"93,932km",0.9,16.19,79.6083,47,2,0
RES-06371,67258km,68663km,89%,22.31,79.917481,68,0,0
RES-06372,100665km,101958,0.2,27.3422,78.2606,132 kmh,2,0
RES-06373,"117,058 km",119041,21 %,13.5421,81.96601,180 kmh,6,0
RES-06374,47837km,48672km,24%,16.14028,78.44,68,5,0
RES-06375,"21,316km","22,271km",71%,15.55,81.2112,142 kmh,6,0
RES-06376,31357km,"33,343 km",36 %,15.8515,74.4886,81,4,0
RES-06377,55715,57062km,31%,24.3367,84.5262,69,3,0
RES-06378,"58,426 km","59,238km",32 %,20.826228,72.91,174 kmh,2,0
RES-06379,47222km,48726km,0.61,21.268345,87.1255,80,4,1
RES-06380,"20,678km",21999km,0.70,15.08,79.3844,122 kmh,6,0
RES-06381,105408,"105,999km",0.70,21.33,74.908614,133 kmh,4,0
RES-06382,"89,082km","90,711km",23%,15.76,84.47,67,4,0
RES-06383,"15,856km","16,409 km",0.8,16.647298,80.62,57,5,0
RES-06384,40187,40466,85%,27.96,74.122022,153 kmh,0,1
RES-06385,"85,654km","86,267 km",0.39,26.162,74.2,51,0,0
RES-06386,"59,173 km",61026,0.53,16.861445,85.9642,126 kmh,2,0
RES-06387,94398km,95609km,89 %,12.9102,73.034644,143 kmh,1,0
RES-06388,116956km,117422,82 %,23.46,85.9,62,3,0
RES-06389,39293km,"40,306 km",78 %,19.223853,84.585134,140 kmh,0,0
RES-06390,"90,896km",91775,0.4,15.1,73.177279,88,4,0
RES-06391,112551,"114,147km",0.6,19.16,74.36,120 kmh,5,0
RES-06392,38160,38718km,0.3,25.08,76.935719,123 kmh,0,0
RES-06393,"67,881km","68,082km",0.69,23.008,73.73,67,5,0
RES-06394,12709,13855km,34 %,16.420533,73.09982,56,0,0
RES-06395,34284,"35,773 km",65 %,12.4683,80.48,91,6,0
RES-06396,"108,476 km",110093km,67 %,25.57,84.868742,164 kmh,4,0
RES-06397,109809,"110,408km",0.2,16.396935,86.468437,90,0,0
RES-06398,"53,413km",54073km,0.91,23.7666,74.426,91,0,0
RES-06399,"100,131km",101753km,0.93,23.456657,76.6206,63,3,0
RES-06400,94342,95288km,0.4,17.909726,75.907197,148 kmh,3,0
RES-06401,"111,151 km","112,492km",89%,18.7089,75.24,62,2,1
RES-06402,"79,326km",79934,43 %,22.99,72.59,58,2,0
RES-06403,44895,46286,23%,15.269739,85.89,46,2,1
RES-06404,"113,008 km","113,940 km",39%,19.958632,76.501252,87,6,0
RES-06405,36094,37411km,0.6,21.46,78.482965,69,6,0
RES-06406,91614,93321,0.59,13.974103,82.8122,48,4,0
RES-06407,"98,202 km",98774,83%,14.649806,79.2945,87,3,0
RES-06408,27746,29014km,0.8,20.6738,76.690093,166 kmh,4,0
RES-06409,88007,"89,115km",0.6,27.27,82.7582,154 kmh,1,0
RES-06410,60660km,"61,035 km",77%,15.8442,72.38,72,0,0
RES-06411,39157km,40750km,73%,22.506392,75.53,166 kmh,2,0
RES-06412,75942,"77,529 km",12%,26.54,84.691507,54,5,0
RES-06413,33632km,34900km,69%,18.1522,72.3179,143 kmh,4,1
RES-06414,"117,752km","118,571 km",0.83,16.0867,74.134841,176 kmh,5,0
RES-06415,117885km,118763km,7%,18.88,82.650169,146 kmh,2,0
RES-06416,"46,937km","47,086km",0.23,12.63,81.185322,158 kmh,5,1
RES-06417,"50,720km","51,405 km",0.6,27.76,76.044899,62,5,0
RES-06418,82650km,82920km,0.7,16.0973,85.82,51,2,1
RES-06419,"94,961km",95543km,5 %,25.27,87.7135,52,5,0
RES-06420,100819km,"102,209km",57 %,24.88,74.61,46,4,0
RES-06421,"51,638km","53,357 km",0.33,17.2901,80.6202,142 kmh,4,0
RES-06422,64187,"66,037 km",21%,25.97,72.251785,47,2,0
RES-06423,68126km,68794,0.2,17.9,78.632609,125 kmh,1,0
RES-06424,53296,"55,003km",0.3,16.713479,78.22,66,0,0
RES-06425,"71,453 km","70,971km",61%,25.0306,84.64,88,0,0
RES-06426,87020km,"88,845 km",0.67,26.868419,79.61451,171 kmh,2,0
RES-06427,114854km,"116,721 km",0.43,23.03941,74.349018,132 kmh,2,1
RES-06428,97442,97651,7%,12.48,72.29,78,6,0
RES-06429,23697km,23712km,56 %,25.2144,82.02,134 kmh,5,0
RES-06430,"102,477km",103177,0.3,26.779263,86.784264,155 kmh,3,0
RES-06431,"5,535km",5665km,17%,13.3731,76.5412,162 kmh,6,0
RES-06432,"95,097 km","96,440 km",62 %,14.42,86.05,66,2,0
RES-06433,106804,"106,959km",0.86,13.1383,74.6992,174 kmh,6,0
RES-06434,9098km,"10,859km",0.33,23.0086,77.8762,55,0,0
RES-06435,44401km,"45,068km",0.5,20.535462,83.425683,52,6,0
RES-06436,"94,874km","96,485 km",28%,24.96,78.39277,121 kmh,2,0
RES-06437,28530,29616,59%,15.69,77.04,59,5,0
RES-06438,71459,72264,0.5,14.5192,87.1221,137 kmh,1,1
RES-06439,"95,792km",95987km,1.0,26.21,84.97,128 kmh,6,0
RES-06440,35361km,"35,472km",33 %,19.07,87.6753,130 kmh,4,0
RES-06441,37277km,38265km,0.66,22.013219,84.42,175 kmh,5,0
RES-06442,"94,530km",95341km,42 %,15.77,74.88,70,4,0
RES-06443,"70,132 km",70446km,0.81,21.19,86.7757,65,5,0
RES-06444,53296,"54,011 km",0.8,12.743063,72.0918,57,2,0
RES-06445,110233,"111,063km",72 %,13.668,82.9854,146 kmh,3,0
RES-06446,"31,776 km","33,603km",0.06,12.839052,77.4845,77,3,0
RES-06447,35444km,"37,272km",64 %,17.4109,85.01,46,5,0
RES-06448,"68,996 km","69,827 km",0.9,26.744035,82.21,94,4,0
RES-06449,"12,511 km",14348,1.00,24.6373,77.43,127 kmh,0,0
RES-06450,"98,625km",99817km,0.21,23.1117,86.32,133 kmh,5,0
RES-06451,74879,74481km,1.0,13.478,76.3211,144 kmh,4,0
RES-06452,"71,653km","71,761 km",20 %,13.6297,80.292509,166 kmh,0,0
RES-06453,"40,712 km","42,573km",88 %,23.95538,84.689,131 kmh,4,0
RES-06454,20264km,"20,826 km",0.4,24.1,86.22,98,6,0
RES-06455,14643,15138km,0.62,18.63,80.21,158 kmh,5,1
RES-06456,94470,95575km,0.3,16.43,77.99,176 kmh,4,0
RES-06457,"93,204 km",93382km,63 %,12.35,84.74,141 kmh,1,0
RES-06458,"83,943km","84,140km",0.80,24.31,72.11596,76,3,1
RES-06459,"76,195 km","75,698 km",64%,19.899315,79.31,71,2,1
RES-06460,"107,818km","108,443 km",57%,26.5983,80.924397,53,4,0
RES-06461,"83,643 km","85,031km",0.22,19.96,76.52,163 kmh,5,0
RES-06462,"19,161 km","19,546km",0.64,22.686,80.464953,152 kmh,6,0
RES-06463,"29,712 km",29909,46 %,23.4524,73.236435,54,4,0
RES-06464,48148km,"49,313 km",23 %,27.41,74.3815,83,5,1
RES-06465,60662km,62470,27 %,27.475146,83.21,66,2,1
RES-06466,93528km,93976km,0.5,26.9997,86.74,143 kmh,4,0
RES-06467,"79,320 km","80,892km",60%,22.371998,75.1895,125 kmh,4,0
RES-06468,"15,269km","17,233 km",56%,15.18,73.2,139 kmh,0,0
RES-06469,25131km,25255km,60%,17.1,72.05,72,1,0
RES-06470,"82,823km",84729,35 %,18.5911,78.2803,123 kmh,0,0
RES-06471,"119,708km",121317,11%,27.34,87.79,52,0,0
RES-06472,77114km,76752km,80 %,12.54,86.472,79,6,0
RES-06473,"68,647km","68,495 km",66%,14.5904,86.256272,134 kmh,6,0
RES-06474,73639,75390km,0.2,13.08,73.4,42,1,0
RES-06475,"112,684 km",112966,70%,13.870867,77.46,69,2,0
RES-06476,17366,17446km,26%,20.606537,86.29,153 kmh,2,0
RES-06477,"80,755km","81,487km",51 %,25.36649,72.981427,154 kmh,3,0
RES-06478,22543km,"23,864 km",27 %,17.09,74.71,60,1,0
RES-06479,"5,001km","6,121km",57 %,23.506142,75.301072,90,2,0
RES-06480,104254,105468km,0.51,26.613209,75.344228,173 kmh,0,0
RES-06481,109071,"109,315km",0.36,20.0182,74.831599,59,3,1
RES-06482,98964,99989km,0.5,19.4446,72.65,67,4,1
RES-06483,"50,028 km","51,292km",0.73,15.792,73.0468,43,2,0
RES-06484,53704km,55482,80%,20.1294,77.464471,52,1,1
RES-06485,53030,"53,291 km",0.84,15.278369,87.205268,88,3,0
RES-06486,"35,464 km","36,294km",19%,18.8551,79.0075,61,4,0
RES-06487,"38,241km","39,691km",93%,19.6,82.540434,51,5,0
RES-06488,"64,590 km","65,619 km",27%,24.7832,73.5354,170 kmh,5,0
RES-06489,102050,102552km,34%,15.57,84.514571,55,0,0
